图片,前型,现状,满载排水量,简介,制造厂,导弹,续航距离,反舰导弹,水上排水量,自持力,型宽,次型,潜航深度,大类,类型,编制,舰长,产国,活动范围,航速,同型,名称,建造时间,_id,关注度,下水时间,满排吨位,火炮,服役时间
NULL,NULL,NULL,4100吨,"
成功级巡防舰是中国台湾海军现役巡防舰，为取代阳字号而生产，为美国海军派里级巡防舰的修改型，原本以船团护卫任务为主要设计核心，在中国台湾海军修改下安装国造反舰导弹及40mm快炮增强反舰、反快艇能力。
",中国造船公司高雄厂,NULL,4500海里/20节 ,NULL,NULL,NULL,13.7米,NULL,NULL,舰船舰艇,护卫舰,206人,138米,中国,NULL,29节,NULL,成功级护卫舰,1990年 ,{'$oid': '5cc931c1831b973d657f1684'},NULL,1991年 － 2002年,2000-5000吨,NULL,1993年至今
http://images.huanqiu.com/sarons/2013/11/8d719c797baa84150896794fb3fecddd.jpg,NULL,NULL,2784吨,"
LCS-2独立号濒海战斗舰是由通用动力公司领导的小组设计的的铝质三体舰，长127米，排水量2784吨，由奥斯塔美国公司建造。根据美国海军提出的设计要求，LCS将主要用于全球沿海水域作战，是一种快速、机动、吃水浅的水面舰艇，具有高度的自动化设计，舰员编制将控制在100人以内。
",NULL,NULL,6900公里以上,NULL,NULL,NULL,31.6米,NULL,NULL,舰船舰艇,护卫舰,40人,127.4米,美国,NULL,44节,NULL,独立号濒海战斗舰(LCS-2)战斗舰,NULL,{'$oid': '5cc931c1831b973d657f1685'},(4.9分),NULL,2000-5000吨,NULL,NULL
http://images.huanqiu.com/sarons/2013/07/49390ae3cb3419f507d8f2918d922f43.jpg,21型,在役,4731吨,NULL,NULL,NULL,18节航速下4500英里,NULL,NULL,NULL,14.8米,NULL,NULL,舰船舰艇,护卫舰,NULL,131.2米,英国,NULL,30节,NULL,“大刀”(Broadsword，22型Batch 1）级导弹护卫舰,1975年,{'$oid': '5cc931c1831b973d657f1686'},NULL,NULL,2000-5000吨,NULL,1979年
http://images.huanqiu.com/sarons/2013/07/e5828c444e25d0338c6e306470d523e2.jpg,NULL,NULL,3560吨,"
该级舰是原美国“加西亚”级护卫舰。1989年4月15日，巴西海军以租借形式从美国获得了该级舰的前3艘舰，1989年10月1日获得最后一艘。1989年12月13日所有舰只抵达巴西。该级舰的四艘舰均加大了直升机机库，可容纳“海王”这样尺度的直升机，该级舰在美国服役时，“帕拉”号和“巴拉那”号的飞行甲板安装的是SQS15拖曳阵声呐，在转租前被拆除。巴西海军将该级舰划分为驱逐舰，编为第一驱逐舰队，基地设在里约热内卢的尼泰罗伊海军基地。
",美国洛克希德造船与结构公司,NULL,4000海里/20节,NULL,NULL,NULL,13.47米,NULL,NULL,舰船舰艇,护卫舰,286人,126.33米,美国,NULL,27节,NULL,“帕拉”(Pará）级(原美国“加西亚”级）通用护卫舰,1963年1月17日,{'$oid': '5cc931c1831b973d657f1687'},NULL,1964年3月26日,2000-5000吨,NULL,1965年5月15日
http://images.huanqiu.com/sarons/2014/01/2f93ca98a4ab60a9afc092e6960a39cd.jpg,NULL,NULL,5000吨,"
054A型护卫舰（北约代号：JiangkaiII Class“江凯II级”）是中国人民解放军海军最新型的护卫舰等级。本级舰身设计与054型护卫舰相仿，火力则比较054型护卫舰强劲许多，为中国人民解放军海军装备的第一种区域防空型护卫舰。
",上海沪东中华造船厂， 广州黄埔造船有限公司,NULL,4000海里/18节,NULL,NULL,NULL,16米,NULL,NULL,舰船舰艇,护卫舰,165人,134米,中国,NULL,27节,NULL,054A型导弹护卫舰,NULL,{'$oid': '5cc931c2831b973d657f1688'},(4.6分),2006年9月30日,2000-5000吨,NULL,2008年
http://images.huanqiu.com/sarons/2013/07/513bb4f53ecdd4f0c58f8cbe7bf43468.jpg,NULL,1艘在役,1790吨,"“艾斯波拉”级护卫舰为德国设计建造的MEKO140A16型，也属于著名的MEKO系列产品。""艾斯波拉""级由阿根廷于20世纪80年代开始在本国造船厂建造，该级舰共有1门“奥托-梅拉莱”76毫米舰炮，2门“布莱达”40毫米双管速射炮，4枚MM38“飞鱼”反舰导弹，2座三联装324毫米鱼雷发射器以及2部12.7毫米机枪等。阿根廷共进口了六艘该级舰，首批四艘于1985-1990年间交付使用，最后两艘分别于2000年和2004年交付，目前为阿根廷海军的主力军舰。",NULL,NULL,4000海里/18节,NULL,NULL,NULL,11.1米,NULL,NULL,舰船舰艇,护卫舰,93人,91.2米,德国,NULL,27节,NULL,“艾斯波拉”级导弹护卫舰,1980年10月3日,{'$oid': '5cc931c2831b973d657f1689'},NULL, 1982年1月23日,500-2000吨,NULL,1985年7月5日
http://images.huanqiu.com/sarons/2013/07/a76c0d43e2754ba1e19d17fa2df59d66.jpg,利安德级护卫舰,NULL,2408吨,NULL,NULL,NULL,6517海里/16节,NULL,NULL,NULL,12.2米,NULL,NULL,舰船舰艇,护卫舰,NULL,103.6米,英国,NULL,24节,NULL,“索尔兹伯里”(Salisbury）级 (61型）通用护卫舰,1952年–1959年,{'$oid': '5cc931c2831b973d657f168a'},NULL,NULL,2000-5000吨,NULL,1957年–1985年
http://images.huanqiu.com/sarons/2013/07/2a3156381394d1af41b9845d517a64e1.jpg,NULL,NULL,2100吨,"
豹级（41型）护卫舰是20世纪50年代为英国皇家海军（4艘）和印度海军（3艘）建造的防空护卫舰。
",NULL,NULL,950海里/26节，1750海里/21节，3800海里/13节，5000海里/10节,NULL,NULL,NULL,13.8米,NULL,NULL,舰船舰艇,护卫舰,121人,102.4米,英国,NULL,27节,NULL,“豹”(Leopard）级(41型）通用护卫舰,NULL,{'$oid': '5cc931c2831b973d657f168b'},NULL,1955年3月23日,500-2000吨,NULL,1958年9月30日
http://images.huanqiu.com/sarons/2013/11/b406f5faa77fb4c01e3f2a7d235640c3.jpg,NULL,NULL,1500吨,"
056型护卫舰（英语：Type 056 corvette）北约代号：Jiangdao Class corvette（江岛级轻护卫舰）是中国人民解放军海军于2012年下水的一款新一代多用途轻型护卫舰。本级舰以近海防御作战为主要任务，以替换之前舰龄较长，战术技术指标较低，武器及设备已经落后，人员工作和居住环境较差，难以适应新时期的作战任务的053系列护卫舰和037系列快艇。
",NULL,NULL,1738海里/18节,NULL,NULL,NULL,12米,NULL,NULL,舰船舰艇,护卫舰,80人,89米,中国,NULL,28节,NULL,056型护卫舰,NULL,{'$oid': '5cc931c2831b973d657f168c'},(4.8分),2012年,500-2000吨,NULL,NULL
http://images.huanqiu.com/sarons/2013/07/bbea2c4e37816519499bc5905f09060b.jpg,“布鲁克”级护卫舰,现役,4100吨,“佩里”（Perry）级（FFG7）导弹护卫舰，原称巡逻护卫舰PF，“佩里”级护卫舰是美国海军中一级性能适中的通用性导弹护卫舰，是美国海军建造的主要装备防空武器的导弹护卫舰 。首舰于1977年12月建成服役，具有较强的搜索、攻击飞机、舰艇或反舰导弹的作战能力。尽管它的性能不如某些高性能舰艇，但因其价格适中而获得大批量建造。仅至1988年，美国就建造了60艘，其中部分出口。,巴斯钢铁厂,NULL,4500海里/20节,NULL,NULL,NULL,13.7米,自由级濒海战斗舰，独立级濒海战斗舰,NULL,舰船舰艇,护卫舰,214人,138米,美国,NULL,30节,阿德雷德级巡防舰圣塔马利亚级巡防舰成功级巡防舰,“佩里”(Oliver Hazard Perry)级导弹护卫舰,1975年6月,{'$oid': '5cc931c2831b973d657f168d'},NULL,1976年9月,2000-5000吨,NULL,1977年11月
http://images.huanqiu.com/sarons/2013/07/41b0b5707f22c3163c3daf2d5865f2bf.jpg,NULL,3艘在役,2430吨,NULL,英国科克尔船厂,NULL,5214海里/15节,NULL,NULL,NULL,12.3米,NULL,NULL,舰船舰艇,护卫舰,160人,106.4米,比利时,NULL,26节,NULL,“维林根”（Wielingen）级（E-71型）护卫舰,1974年,{'$oid': '5cc931c2831b973d657f168e'},NULL,1976年3月30日,2000-5000吨,NULL,1978年1月20日
http://images.huanqiu.com/sarons/2013/07/c63336d149423fd995b388ea8b028685.jpg,NULL,NULL,3250吨,NULL,NULL,NULL,4000海里/17节，3500海里/18节,NULL,NULL,NULL,12.7米,NULL,NULL,舰船舰艇,护卫舰,192人,117米,英国,NULL,32节,NULL,“尼泰罗伊”(Niteroi）级护卫舰,1972年,{'$oid': '5cc931c2831b973d657f168f'},NULL,NULL,2000-5000吨,NULL,1976年
http://images.huanqiu.com/sarons/2013/07/3bb03932185837d5f98e7089ddcb002a.jpg,NULL,现役，退役或出售或转为巡逻船,1666吨,NULL,卡塔赫纳船厂,NULL,3476海里/18节,NULL,NULL,NULL,10.4米,NULL,NULL,舰船舰艇,护卫舰,NULL,88.8米,西班牙,NULL,25节,“侦察”号(P75，原F31），“迪亚纳”号(M11，原F32），“埃琳娜公主”号(F33），“克里斯蒂娜公主”号(P77，原F34），“卡珊德拉”号(P78，原F35），“温斯德拉”号(P79原F36），“艾拉哈玛尼海军上校”号 (501)，“阿布奎尔”号(原“塞维奥拉”号，F941），“阿尔苏兹”号(原“哨兵”号，F946）,“侦察”级导弹护卫舰,20世纪70年代,{'$oid': '5cc931c2831b973d657f1690'},NULL,NULL,500-2000吨,NULL,1978年11月18日
http://images.huanqiu.com/sarons/2013/07/fe8ec61cb5278f01d2b8c326a123bee8.jpg,053H2型,现役,1960吨,"
053HT型护卫舰称为“昭披耶”级, 也译成“湄南”级。是中国自行建造的053H2型导弹护卫舰的出口型号。053HT型也称053HT-H型，其中T代表泰国(Tailand)，带-H的型号是后期除去艉部舰炮替代直升机起降甲板的型号。该型军舰是基于中国人民解放军海军的053H2型护卫舰的出口泰国型号。053H2型护卫舰（北约称为＂江湖Ⅲ＂级）是在053H、053H1之后建造的053H系列的对海型导弹护卫舰，基本上接近国外同类先进舰只的水平。053H2型虽仍是一种以黄水作战（近海作战）为主的军舰，但也是中国海军最后一种以黄水作战为主的主力军舰。
",上海沪东造船厂,NULL,2700海里/18节,NULL,NULL,NULL,10.8米,NULL,NULL,舰船舰艇,护卫舰,130人,103.2米,中国,NULL,28节,NULL,“江湖”级(053HT型）导弹护卫舰,1984年10月15日,{'$oid': '5cc931c3831b973d657f1691'},NULL,1985年12月28日,500-2000吨,NULL, 1986年12月15日
http://images.huanqiu.com/sarons/2013/07/2e11091dd6eec4d33ece8f46f7708317.jpg,安纳波利斯级驱逐舰,NULL,5235吨,"
""哈利法克斯""级护卫舰是加拿大皇家海军的多任务护卫舰。“哈利法克斯”级舰艇主要是按照多用途护卫舰的方案设计建造的。这种舰艇装有各种先进武器和传感探测设备，以及世界上最现代化的统一作战指挥系统。哈利法克斯级的设计中，对舰的隐身性作了极大的努力，在隐身性设计方面也是一级有代表性的护卫舰。由于配备精良，哈利法克斯级护卫舰可以在敌对环境下进行自卫并为其他舰艇提供保护。
",圣约翰造船有限公司,NULL,7100海里/15节,NULL,NULL,NULL,16.4米,NULL,NULL,舰船舰艇,护卫舰,215人,134.7米,加拿大,NULL,29节,NULL,“哈利法克斯”（Halifax）级直升机护卫舰／导弹护卫舰,1987年3月19日,{'$oid': '5cc931c3831b973d657f1692'},NULL,1988年4月30日,5000-10000吨,NULL,1992年6月29日
http://images.huanqiu.com/sarons/2013/07/0b5c5c8dd770796dbaf84d95607590eb.jpg,NULL,NULL,2100吨,“帕迪拉海军上将”级（FS1500型，FL）护卫舰是一组由哥伦比亚海军操作使用的护卫舰。这一款护卫舰的型号为FS1500，由原联邦德国霍瓦兹造船公司于上世纪70年代末，80年代初设计建造。有4艘在服役中。有2艘“帕迪拉海军上将”级卡斯图里号护卫舰在马来西亚海军。,原联邦德国霍瓦兹造船公司,NULL,14节时7000海里；18节时5000海里,NULL,NULL,NULL,11.3米,NULL,NULL,舰船舰艇,护卫舰,94人,99.1米,德国,NULL,27节,NULL,“帕迪拉海军上将”级(FS1500型，FL）／“卡斯图里”级轻型导弹护卫舰,1981年3月,{'$oid': '5cc931c3831b973d657f1693'},NULL,1982年1月,2000-5000吨,NULL,1983年
http://images.huanqiu.com/sarons/2013/07/b3bb9747b0a9bf3d87009533c14eadb8.jpg,NULL,NULL,1662吨,"
“江湖”级导弹护卫舰是中国海军第一种自行研制的导弹护卫舰，序号为0-53H型，“江湖”I型就是为了填补“旅大”级驱逐舰至“成都”级护卫舰之间的空白而建造的，主要用于在近海执行护航、护渔、反舰、反潜、布雷、巡逻、警戒和支援快艇作战等任务，同时具有有限的防空能力。80年代，该型舰还向一些第三世界国家出口。
",NULL,NULL,2700海里/18节,NULL,NULL,NULL,10.8米,NULL,NULL,舰船舰艇,护卫舰,190人,103.2米,中国,NULL,26节,NULL,“江湖”I／Ⅱ级(053）导弹护卫舰,1974年10月,{'$oid': '5cc931c3831b973d657f1694'},NULL,1975年8月,500-2000吨,NULL,1975年12月
http://images.huanqiu.com/sarons/2013/07/e98ff46430df000003b0c5d1963aa7f5.jpg,NULL,现役,1320吨,丹麦海军尼尔斯·尤尔级导弹护卫舰是一款在80年代出生的护卫舰，全面采用了北约国家中的主流海军产品，从LM2500燃气轮机到MTU的柴油机，从＂鱼叉＂、＂海麻雀＂到＂奥托＂舰炮，以及享誉欧洲的荷兰电子设备，该级舰的船体最能代表当时丹麦舰船的设计水平。,丹麦爱尔堡造船厂（Aalborg Yard Ltd）,NULL,2500海里/18节，1020海里/28节,NULL,NULL,NULL,10.3米,NULL,NULL,舰船舰艇,护卫舰,94人,84米,丹麦,大西洋，北冰洋，太平洋,28节,NULL,“尼尔斯·尤尔”（Niels Juel）级导弹护卫舰,二十世纪七十年代,{'$oid': '5cc931c3831b973d657f1695'},NULL,1978年2月17日,500-2000吨,NULL,1980年8月26号
http://images.huanqiu.com/sarons/2013/07/9554e8a6b92e2bc50eedb3cd7215f661.jpg,“加西亚”级护卫舰,NULL,3880吨,NULL,NULL,NULL,4000海里/22节,NULL,NULL,NULL,14.3米,NULL,NULL,舰船舰艇,护卫舰,288人,134米,美国,NULL,27节,NULL,“诺克斯”级护卫舰,1965年,{'$oid': '5cc931c3831b973d657f1696'},NULL,1966年11月,2000-5000吨,NULL,1969年4月
http://images.huanqiu.com/sarons/2013/07/d74c22f8ce84bbfff4365763a57dbfdd.jpg,NULL,NULL,3000吨,"
利安德级护卫舰又称12M型通用护卫舰，首舰“利安德”号在1963年服役时，是当时世界上吨位最大的护卫舰。它装备了双联装114毫米主炮，“海猫”舰空导弹，“伊卡拉”反潜导弹，直升机甲板长度占了全舰四分之一强，使该级舰有了接触的综合作战能力。英国海军共装备了26艘利安德级，成为英国海军在二战后建造数量最多的作战护卫舰。
",NULL,NULL,4500海里/12节,NULL,NULL,NULL,13.1米,NULL,NULL,舰船舰艇,护卫舰,257人,113米,英国,NULL,28节,NULL,“利安德”级导弹护卫舰,1959年4月10日,{'$oid': '5cc931c3831b973d657f1697'},NULL,1961年6月28日,2000-5000吨,NULL,1963年3月
http://images.huanqiu.com/sarons/2013/07/4c1a3b0119594bec6ae546e780d74af0.jpg,NULL,NULL,3900吨,054型是90年代中期研发的多用途导弹护卫舰，用于替代江卫I/II级的新型多用途导弹护卫舰，是我国第三代导弹护卫舰。054型采用大量隐身技术，增加了排水量以安装更多的武器装备。江凯级可适应中远海及高海况下的作战，是目前中国海军中隐身能力最好的、舰型最好的导弹护卫舰。054型主要用于弥补退役舰只造成的战斗缺员，故没有安装最新的武器系统，而是采用了大量现有成熟的武器，054型共建造2艘。,上海沪东中华造船厂,NULL,3800海里/18节,NULL,NULL,NULL,16米,NULL,NULL,舰船舰艇,护卫舰,190人,134米,中国,NULL,27节,NULL,“江凯”级（054型）护卫舰,1999年12月,{'$oid': '5cc931c3831b973d657f1698'},NULL,2003年9月11日,2000-5000吨,NULL,NULL
http://images.huanqiu.com/sarons/2013/07/76dc301c15ab1e683ae8b7bf17f7d2e3.jpg,NULL,NULL,2250吨,"
053H2G型护卫舰（北约代号 江卫I JiangweiI）是中国人民解放军海军第二代配备防空导弹的护卫舰，是053H2型护卫舰，053H1Q型护卫舰和053K型护卫舰的升级版本。也是中国人民解放军海军第一代批量生产的载机护卫舰和防空导弹护卫舰。首舰安庆号（539）由上海沪东中华造船厂制造，于1992年6月服役于东海舰队，其后共有四艘同级舰建成服役。
",上海沪东中华造船厂,NULL,4000海里/18节,NULL,NULL,NULL,12.1米,NULL,NULL,舰船舰艇,护卫舰,168人,111.7米,中国,NULL,27节,NULL,“江卫”Ⅰ／II级(053／053H2G型）导弹护卫舰,1988,{'$oid': '5cc931c4831b973d657f1699'},NULL,1990年6月,2000-5000吨,NULL,1992年7月
http://images.huanqiu.com/sarons/2013/07/e0c742f52e1a2e7a5681f75f32dbe5b7.jpg,NULL,NULL,3750吨,"
雅克布·范·赫姆斯科克（Jacob van Heemskerck class/Type L）级导弹护卫舰(又名汉姆斯科尔科级防空护卫舰)原是荷兰大型防空型导弹护卫舰，是科顿艾尔级反潜护卫舰的防空型，该级舰拥有良好的指挥设备，可供特混舰队司令官及其参谋人员使用。
",皇家斯凯尔德造船厂,NULL,4084海里/16节,NULL,NULL,NULL,14.6米,NULL,NULL,舰船舰艇,护卫舰,NULL,130.5米,荷兰,NULL,30节,NULL,“雅克布•范•希姆斯柯克”（Jacob van Heernskerck）级导弹护卫舰,1981年1月,{'$oid': '5cc931c4831b973d657f169a'},NULL,NULL,2000-5000吨,NULL,NULL
http://images.huanqiu.com/sarons/2013/07/7812b8364d53b61a5591f101ae95a557.jpg,NULL,NULL,3320吨,"
“卡雷尔·多尔曼”级是荷兰皇家海军的八个多功能护卫舰之一。这一类也被称为“多用途”或“M”级。这一级别的护卫舰是以一些有名的荷兰海军军官命名的。首舰就是是以“卡雷尔·多尔曼”级命名的。
",荷兰达门斯海尔德海军造船厂,NULL,5000海里/18节,NULL,NULL,NULL,14.4米,NULL,NULL,舰船舰艇,护卫舰,NULL,122.3米,荷兰,NULL,30节,NULL,“卡雷尔•多尔曼”（Karel Doorman）级导弹护卫舰,不详,{'$oid': '5cc931c4831b973d657f169b'},NULL,NULL,2000-5000吨,NULL,1991年5月
http://images.huanqiu.com/sarons/2013/07/3e865c89c0d516d1fdb71b9a87a1500a.jpg,NULL,NULL,NULL,"
荷兰德泽文-普罗文森级护卫舰（荷兰语：De Zeven Provinciënklasse Fregat，英语：De Zeven Provicien class Frigate，意为七省级护卫舰），命名代表荷兰独立之初全国的七个省份，是荷兰皇家海军现役主力防空与指挥舰艇。该舰1艘 

 
",NULL,NULL,4345海里/18节,NULL,NULL,NULL,18.8米,NULL,NULL,舰船舰艇,护卫舰,NULL,144.2米,荷兰,NULL,28节,NULL,“德泽文普洛文辛”级导弹驱逐舰,90年代,{'$oid': '5cc931c4831b973d657f169c'},NULL,NULL,NULL,NULL,2002年4月
http://images.huanqiu.com/sarons/2013/07/015b72b6e92f503585d4eb766ab855fd.jpg,NULL,现役,6250吨,NULL,DCNS造船厂,NULL,5214海里/18节,NULL,NULL,NULL,19.7米,NULL,NULL,舰船舰艇,护卫舰,145人,140.4米,法国,大西洋地中海,27节,NULL,多任务护卫舰(法国、意大利),2005年,{'$oid': '5cc931c4831b973d657f169d'},NULL,2010年5月6日,5000-10000吨,NULL,2012年8月
http://images.huanqiu.com/sarons/2013/07/eee1d0a54665575298162402705a6524.jpg,NULL,NULL,1940吨,NULL,BAE系统公司苏格吐温造船厂,NULL,5000海里/12节,NULL,NULL,NULL,12.8米,NULL,NULL,舰船舰艇,护卫舰,79人,95米,英国,太平洋,30节,NULL,“文莱”(Bnnei)级导弹轻型护卫舰,20世纪90年代末,{'$oid': '5cc931c4831b973d657f169e'},NULL,2001年6月,500-2000吨,NULL,NULL
http://images.huanqiu.com/sarons/2013/07/a98dbf29774f99e432c197077b7506f5.jpg,NULL,NULL,2950吨,NULL,NULL,NULL,10000海里/15节,NULL,NULL,50天,14.4米,NULL,NULL,舰船舰艇,护卫舰,80人,93.5米,法国,NULL,20节,NULL,“花月”(Floréal）级导弹护卫舰,二十世纪八十年代,{'$oid': '5cc931c4831b973d657f169f'},NULL,NULL,2000-5000吨,NULL,1992年5月
http://images.huanqiu.com/sarons/2013/07/77291e82ab8be894f56d4668138d6172.jpg,NULL,NULL,5960吨,NULL,Blohm-Voss造船厂Howaldtwerkft(HDW）造船厂ThyssenNordseewerke(TNSW）造船厂,NULL,4000海里/18节,NULL,NULL,21天,17.4米,NULL,NULL,舰船舰艇,护卫舰,NULL,143米,德国,NULL,29节,2艘,“萨克森”(sachsen)级(124型)导弹护卫舰,1996年,{'$oid': '5cc931c5831b973d657f16a0'},NULL,NULL,5000-10000吨,NULL,2004年
http://images.huanqiu.com/sarons/2013/07/cc3e21b5eb86124888b3984bf65bdaed.jpg,NULL,NULL,495吨,NULL,NULL,NULL,1912海里/14节,NULL,NULL,NULL,10.2米,NULL,NULL,舰船舰艇,护卫舰,NULL,59.5米,苏/俄,NULL,32节,NULL,“波克”I/II级轻型导弹护卫舰,20世纪七八十年代,{'$oid': '5cc931c5831b973d657f16a1'},NULL,NULL,500吨以内,NULL,NULL
http://images.huanqiu.com/sarons/2013/07/45f1392c132363673d6723ade1473605.jpg,尼尔吉里级护卫舰,NULL,3850吨,NULL,印度马扎冈船坞有限公司,NULL,4500海里/12节,NULL,NULL,NULL,14.5米,布拉马普特拉级护卫舰,NULL,舰船舰艇,护卫舰,313人,126.5米,印度,NULL,27节,6艘,“戈达瓦里”级导弹护卫舰,1978年,{'$oid': '5cc931c5831b973d657f16a2'},NULL,1980年,2000-5000吨,NULL,1983年底
http://images.huanqiu.com/sarons/2013/07/cfd3fb6d0edac30bd10b5c86b5194125.jpg,NULL,NULL,1970吨,NULL,NULL,NULL,5214海里/13节,NULL,NULL,NULL,12.2米,NULL,NULL,舰船舰艇,护卫舰,NULL,74.7米,丹麦,黑海,18节,“泰提斯”级,“白熊”级改进型通用护卫舰,NULL,{'$oid': '5cc931c5831b973d657f16a3'},NULL,1991年1月2日,500-2000吨,NULL,1992年11月30日
http://images.huanqiu.com/sarons/2013/07/2c656b34a4a1a795c4860340628d17cb.jpg,NULL,NULL,3800吨,NULL,NULL,NULL,3000海里/18节,NULL,NULL,NULL,14.6米,NULL,NULL,舰船舰艇,护卫舰,NULL,130米,荷兰,NULL,30节,NULL,“科顿艾尔”(Kontenaer)级导弹护卫舰,1975年,{'$oid': '5cc931c5831b973d657f16a4'},NULL,NULL,2000-5000吨,NULL,NULL
http://images.huanqiu.com/sarons/2013/07/a3c80f6f15338b184a9e77bc0666dfba.jpg,NULL,NULL,4900吨,NULL,德国汉堡勃姆沃斯造船厂,NULL,3476海里/18节,NULL,NULL,NULL,16.7米,NULL,NULL,舰船舰艇,护卫舰,NULL,138.9米,德国,NULL,29节,NULL,“布兰登堡”(Brandenburg）级(F123型)导弹护卫舰,1992年1月,{'$oid': '5cc931c5831b973d657f16a5'},NULL,1993年3月,2000-5000吨,NULL,1995年
http://images.huanqiu.com/sarons/2013/07/dfd92bbb83fc1d53241e80d1c0be8454.jpg,NULL,现役,3500吨,NULL,NULL,NULL,7386海里/15.5节,NULL,NULL,NULL,14.4米,NULL,NULL,舰船舰艇,护卫舰,61人,112.5米,丹麦,NULL,20节,4艘,“泰提斯”（Thetis）级通用护卫舰,NULL,{'$oid': '5cc931c6831b973d657f16a6'},NULL,1989年7月14日,2000-5000吨,NULL,1991年7月1日
http://images.huanqiu.com/sarons/2013/07/f60f60c55a2067112810f8214265f48f.jpg,里维埃舰长级,现役,3600吨,NULL,法国DCNS公司,NULL,7000海里/15节，9000海里/12节,NULL,NULL,50天,15.4米,NULL,NULL,舰船舰艇,护卫舰,140人,125米,法国,太平洋、印度洋、大西洋法国 沙特阿拉伯中国新加坡,25节,法国,“拉斐特”级导弹护卫舰,1990年12月15日,{'$oid': '5cc931c6831b973d657f16a7'},NULL,1992年06月13日,2000-5000吨,NULL,1996年03月22日
http://images.huanqiu.com/sarons/2013/07/017310e0e16d810b473cf4a298d1f90c.jpg,布拉马普特拉级护卫舰,NULL,3850吨,NULL,扎沃德（Baltiysky) 造船厂,NULL,4600海里/20节,NULL,NULL,30天,15.2米,什瓦里克级护卫舰,NULL,舰船舰艇,护卫舰,180人,124.5米,印度,NULL,30节,NULL,“塔尔瓦”(Talwar)级(1235.6／17工程)导弹护卫舰,1997年,{'$oid': '5cc931c6831b973d657f16a8'},NULL,NULL,NULL,NULL,NULL
http://images.huanqiu.com/sarons/2013/07/0d4949d544097740b4c9f5db90015e68.jpg,塔尔瓦级护卫舰,在役,5300吨,NULL,马扎冈船坞有限公司,NULL,3900海里/18节,NULL,NULL,NULL,16.9米,P-17A级护卫舰(Project 17),NULL,舰船舰艇,护卫舰,257人,142.5米,印度,NULL,32节,“萨特普拉”号，“萨哈亚迪”号,“什瓦利克”（Shivalik）级（17工程）护卫舰,2000年12月,{'$oid': '5cc931c6831b973d657f16a9'},NULL,2009年2月,5000-10000吨,NULL,2010年4月29日
NULL,NULL,在役,2050吨,NULL,南斯拉夫Uljanic造船厂,NULL,3476海里/18节,NULL,NULL,NULL,11.2米,NULL,NULL,舰船舰艇,护卫舰,NULL,96.7米,前南斯拉夫,NULL,26节,NULL,“基•哈加•德旺塔拉” 级导弹护卫舰,1980年,{'$oid': '5cc931c6831b973d657f16aa'},NULL,NULL,2000-5000吨,NULL,NULL
http://images.huanqiu.com/sarons/2013/07/8c46969a4d684ee4f8050c27a5fc5d03.jpg,NULL,退役或转售现役,660吨,NULL,NULL,NULL,3000海里/20节,NULL,NULL,NULL,13米,巴罗索级,NULL,舰船舰艇,护卫舰,70人,59.3米,苏/俄,NULL,36节,NULL,“纳努契卡”级导弹护卫舰,1967年,{'$oid': '5cc931c6831b973d657f16ab'},NULL,1968年10月10日,500-2000吨,NULL,1970年9月30日
http://images.huanqiu.com/sarons/2013/07/cfa6435565fa687e0baaa2c8cea96877.jpg,NULL,NULL,1450吨,“法塔希拉”级驱逐舰是印尼从荷兰购买的一艘导弹驱逐舰，印尼海军以他们的战争英雄——法塔希拉（Fatahillah）为其命名。,NULL,NULL,3694海里/16节,NULL,NULL,NULL,11.1米,NULL,NULL,舰船舰艇,护卫舰,89人,84米,荷兰,NULL,30节,NULL,“法塔希拉”（Fatahillah）级导弹护卫舰,1977年1月31日,{'$oid': '5cc931c6831b973d657f16ac'},NULL,1977年12月22日,500-2000吨,NULL,1979年7月16日
http://images.huanqiu.com/sarons/2013/07/e360cbcc2de0f87beb0b7e1ebeea42e1.jpg,NULL,NULL,632吨,NULL,NULL,NULL,3476海里/16节,NULL,NULL,NULL,9.3米,NULL,NULL,舰船舰艇,护卫舰,49人,63米,德国,印度洋太平洋,32节,NULL,“麦纳麦”／“胜利”／“默里·吉布”级轻型导弹护卫舰,未知,{'$oid': '5cc931c7831b973d657f16ad'},NULL,NULL,500-2000吨,NULL,1990年
http://images.huanqiu.com/sarons/2013/07/c934743ce108df9e4bd44c90062b23d7.jpg,“坎农”级护航驱逐舰,有6艘在服役,2835吨,“范·斯佩克”级是由荷兰皇家海军建造的，与英国皇家海军“利安德”级相似。20世纪70年代末进行了现代化的船舶建造。所有六艘在1986-1989年被出售给印尼海军。,NULL,NULL,3910海里/12节,NULL,NULL,NULL,12.5米,科顿艾尔级护卫舰,NULL,舰船舰艇,护卫舰,NULL,113.4米,荷兰,NULL,28.5节,NULL,“范·斯佩克”(Vanspeijk)级导弹护卫舰,1963年10月1日,{'$oid': '5cc931c7831b973d657f16ae'},NULL,1965年3月5日,2000-5000吨,NULL,1967年2月14日
