国家,生产厂商
德国,欧洲直升机公司
美国,恩斯特龙直升机公司
法国,欧洲直升机公司/川崎重工
中国,欧洲直升机公司
美国,麦道直升机公司
苏/俄,米里设计局
苏/俄,喀山飞机制造厂
美国,罗宾逊直升机公司
波兰,波兰斯威德尼克公司
美国,休斯直升机公司/麦道直升机公司
美国,美国西科斯基公司
美国,西科斯基直升机公司
苏/俄,卡夫卡设计局
美国,施韦策飞机公司
中国,昌河飞机工业集团公司，意大利阿古斯特公司
中国,中国海鹰机电技术研究院
中国,飞航导弹研究院
瑞典,萨伯动力公司
日本,日本川崎重工
苏/俄,诺瓦托尔设计局
中国,中国商用飞机有限责任公司
美国,麦克唐纳-道格拉斯
美国,道格拉斯飞机公司(后来合并为麦克唐纳·道格拉斯公司)
美国,麦克唐纳-道格拉斯(McDonnell Douglas)
美国,洛克希德·马丁
瑞士,瑞士厄利空和康特拉夫斯公司
美国,美国通用公司
美国,美国通用动力公司和以色列拉法尔军火研制局
波兰,波兰塔尔诺机械厂和斯塔洛克-伍拉钢铁厂
苏/俄,苏联图拉仪器制造设计院
苏/俄,俄罗斯阿尔马兹-法克尔工厂
中国,中国沈阳飞机公司
中国,成都飞机公司
印度,印度HAL公司
中国,成都飞机工业集团
中国,沈阳飞机制造厂
巴西,意大利马基航空公司，巴西航空工业公司
美国,美国麦道公司
法国,法国达索公司
中国,成都飞机工业公司
法国,法国达索·布列盖公司
巴西,巴西航空工业公司 
美国,麦克唐纳·道格拉斯公司
美国,美国洛克希德·马丁公司，波音公司
美国,沃特公司
美国,美国共和公司
美国,美国诺斯洛普公司
美国,瑞安航空公司
美国,诺斯洛普公司
美国,美国舍维尔斯基公司（Seversky）
美国,美国沃特公司（Chance Vought）
中国,沈阳飞机设计研究所
苏/俄,前苏联米高扬飞机设计局
美国,美国托马斯-摩尔斯公司，美国波音公司
中国,南昌飞机制造厂
中国,成都飞机设计研究所
中国,中国航空工业集团公司（AVIC）成都飞机公司
德国,巴伐利亚飞机厂
苏/俄,俄罗斯联邦联合航空制造公司旗下苏霍伊航空集团
日本,川西公司
日本,井町勇/土井武夫
德国,迪莱苏贝特格蒂赫
日本,三菱公司
德国,罗伯特·路萨公司
德国,梅寒施密特公司
德国,奥托·马德尔
日本,日本中岛飞机
德国,斯特·亨克尔飞机公司
德国,福克·沃尔夫设计局
德国,梅塞施密特飞机制造公司
德国,梅塞施密特飞机厂
法国,法国斯帕德公司
日本,三菱重工，技术研究本部
日本,中岛、海军航空技术厂
日本,川西公司、空技厂
日本,空技厂／横须贺
日本,日本中岛飞机公司
日本,满洲飞机制造厂
日本,立川公司
日本,陆军航空工厂
日本,三菱
英国,Fairey航空公司
日本,川崎公司
英国,Gloster飞机公司
意大利,飞雅特
英国,英国哥士达公司
美国,寇帝斯飞机
英国,Hawker公司
苏/俄,玻利卡尔波夫计局
德国,梅塞希密特公司
德国,福克设计团队
苏/俄,苏霍伊
苏/俄,米高扬航空科学生产集团
苏/俄,雅科夫列夫实验设计局
苏/俄,米高扬
意大利,阿莱尼亚航空航天公司
意大利,布雷达公司
意大利,马其公司
苏/俄,米高扬-格列维奇飞机设计局
苏/俄,苏霍伊公司
苏/俄,苏霍伊航空集团
苏/俄,拉霍奇金设计局
韩国,韩国航空宇宙产业，印度尼西亚航空
印度,印度航空发展局
美国,布鲁斯特
法国,纽波特公司
美国,麦克唐纳飞机公司
瑞典,萨博（SAAB）公司
美国,诺斯洛普公司，麦克唐纳-道格拉斯公司
中国,中国台湾中山科学院航空发展中心
美国,里尔喷射机公司
中国,某国营兵工厂
德国,责成生产厂
埃及,埃及沙尔工厂
日本,日本陆军技术局
阿根廷,阿根廷多明戈-马特轻武器工厂
德国,迪尔有限公司
奥地利,阿杰斯机电配件有限公司
巴西,巴西联邦共和国康多尔化学工业公司
秘鲁,秘鲁共和国西玛瑟法尔公司
法国,法国阿尔塞特克斯武器研究公司
巴西,巴西联邦共和国瓦尔帕拉巴火炸药公司
比利时,比利时PRB公司
德国,德国迪尔有限公司
德国,德国布克化学技术公司
巴西,瓦尔帕拉巴火炸药公司
巴西,巴西康多尔化学工业公司
秘鲁,西玛瑟法尔公司
法国,德国法伊斯特尔公司
法国,法国阿尔塞特克斯武器研究公司 SAE AlsetexFR
法国,法国洛斯费尔德工业公司
奥地利,奥地利阿杰斯机电配件有限公司
荷兰,荷兰欧洲金属公司
荷兰,荷兰克鲁依索恩NWM公司
日本,日本海军技术局
法国,鲁日利公司
英国,凯氏兄弟公司
美国,派因·布拉夫兵工厂
美国,美国陆军器材准备司令部
日本,1921年
中国,西安飞机工业公司
乌克兰,安东诺夫设计局
法国,法国航宇公司和意大利Aertalia公司
英国,英国BAE系统公司(BAE Systems)
美国,康维尔(Convair)
法国,ATR
苏/俄,前苏联雅克夫列夫设计局
加拿大,庞巴迪（德·哈维兰)
荷兰,福克公司
美国,Swearingen公司
英国,国际特殊飞行器运输公司（SATIC）
瑞典,瑞典萨博公司
德国,德国多尼尔公司
中国,中航工业西飞
美国,福克飞行器公司
日本,日本飞机制造公司
美国,凌·特姆科·沃特公司
日本,“美津浓”公司
日本,中岛公司
日本,中岛
日本,日本爱知飞机制造公司
中国,汉翔工业
日本,日本陆军航空技术研究所
英国,麦克唐纳-道格拉斯公司
中国,南昌工厂
中国,西安飞机制造集团
美国,西斯纳
英国,英国飞机公司 （英国BAC公司）与法国达梭公司合组国际共同公司SEPECAT
美国,艾尔马林飞机和汽车公司
美国,斯蒂尔曼公司
中国,中国南昌飞机制造公司，洪都航空工业公司
波黑,索科公司
英国,斯林斯贝航空公司
美国,美国麦·道公司和英国航宇公司
苏/俄,俄罗斯米格飞机公司 
美国,美国比奇公司（现在是雷声公司的子公司）
美国,卡尔弗公司
美国,美国瑞安（Ryan）航空公司
捷克,捷克沃多霍迪航空
美国,美国蒂姆飞机公司
美国,美国海军飞机制造厂
美国,美国斯巴达人飞机制造公司
中国,贵州航空工业集团
中国,中航技总公司
中国,哈尔滨飞机公司
中国,320厂
中国,洪都航空工业
中国,洪都航空工业股份有限公司
中国,中国航空工业第二集团公司南昌洪都航空
西班牙, Airtech
中国,贵州航空工业(集团)有限责任公司
意大利,马基公司
捷克,沃多霍迪公司
英国,英国航空公司
意大利,意大利马基公司
英国,德哈维兰公司
英国,英国航宇公司(霍克·西德利公司)
中国,北京航空学院
美国,美国通用原子公司
中国,西北工业大学，西安爱生技术集团
美国,美国诺斯罗普－格鲁曼公司
中国,西北工业大学，西安爱生技术集团公司
美国,美国诺斯罗谱•格鲁曼公司
美国,美国通用原子航空系统公司
捷克,捷克空军研究院(捷克共和国，布拉格)
中国,北京航空航天大学
美国,洛克希德-马丁公司和波音飞机公司
伊朗,伊朗飞机制造工业公司(HESA)
西班牙,国际航空技术研究院
中国,南京航空学院
英国,BAE系统航空电子设备公司
法国,萨基姆公司（SAGEMDivision Defense et Securite)  (法国，巴黎)
苏/俄,雅科夫列夫设计局(Yakovlev)
伊朗,Qods航空工业公司(伊朗，德黑兰)
巴基斯坦,航空武器联合公司
韩国,韩国宇航工业公司
以色列,航空防务系统公司
中国,中国航空工业集团
印度,印度国防部航空开发组织(印度，班加罗尔)
中国,中航工业直升机所
德国,EMT公司
中国,中航工业哈尔滨飞机工业集团有限责任公司与北京航空航天大学联合设计
美国,洛克希德马丁
瑞士,瑞士厄利空康特拉夫斯公司
美国,美国诺思罗普·格鲁曼公司
以色列,以色列航空工业公司
英国,泰利斯英国公司
美国,美国波音公司和英国Insitu公司联合研制
英国,英国阿得拉斯电子系统公司
美国,通用原子技术公司
美国,美国海军研究实验室
中国,中科院
美国,赖安航空公司
美国,美国法兰克福兵工厂
日本,日本小松制作所
法国,法国施奈德公司
以色列,以色列索尔塔姆公司
中国,中国台湾202厂
英国,英国维克斯造船与工程有限公司
英国,英国维克斯公司
南非,迪奈尔集团LIW分公司和印度BEML公司联合研制
英国,英国皇家军械公司
日本,大阪兵工厂
以色列,以色列索尔塔姆（Soltam）公司
中国,联勤202厂
苏/俄,苏联斯维尔德洛夫斯克第9兵工厂彼得洛夫设计局
中国,联合勤务司令部202厂
加拿大,加拿大魁北克空间研究公司
中国,中国台湾地区联合勤务总司令部
奥地利,奥地利沃斯特－阿尔皮诺公司
美国,美国太平洋汽车和铸造公司
南非,南非军械公司
西班牙,西班牙系统与技术发展公司
美国,美国岩岛兵工厂
美国,美国联合防务有限公司
西班牙,西班牙塞维利亚火炮制造厂
意大利,意大利奥托·梅莱拉公司
苏/俄,苏联斯维尔德洛夫斯克第九兵工厂，彼得罗夫设计局
法国,法国罗昂制造厂
苏/俄,苏联彼尔姆第172兵工厂，彼得罗夫设计局
以色列,以色列索尔塔姆有限公司
美国,陆军武器与化学局所属的火力支援武器中心
美国,美国贝尔直升机公司
南非,丹尼尔宇航公司
中国,昌河飞机工业集团有限责任公司
苏/俄,卡莫夫直升机公司
中国,哈尔滨航空工业集团
苏/俄,米里直升机公司
中国,哈尔滨飞机制造公司及602直升机研究所
苏/俄,卡莫夫公司
日本,川崎
法国,法国原子能委员会
法国,汤姆逊公司所属的辛特拉水下公司
美国,洛拉尔系统公司(Loral Systems)
英国,英国BEA系统公司
美国,美国海军
中国,中国舰船研究院701研究所、西安东风仪表和山西汾西机器厂
瑞士,瑞士洛拉尔系统公司(Loral Systems)
中国,前卫仪表厂
中国,中国船舶工业总公司710研究所
中国,中国舰船研究院701研究所
中国,中国舰艇研究院701研究所
中国,舰船研究院701研究所
南非,北本德仪歌公司
中国,汾西机器厂
中国,山西汾西机器厂
苏/俄,苏联国家兵工厂
西班牙,安诺尼玛水下电子公司
美国,美国海军航空喷气公司
美国,美国海军水上武器中心
法国,法国海军水雷战研究所汤姆逊·幸特拉水下系统公司
智利,智利法马伊公司
意大利,意大利原米萨公司，现白头公司(Whitehead)
英国,英国马可尼水下系统公司
意大利,意大利原米萨公司、现白头公司(Whitehead)
巴西,巴西康克普设备和维修有限公司
美国,美国航空喷气技术公司
美国,SCI系统公司
美国,美国海军军械试验站
美国,BEI防务系统公司，洛克希德导弹空间公司，美国陆军
美国,美国空军（USAF）
美国,BEI防务系统公司
苏/俄,全俄防务出口总公司（VOGED)
比利时,泽布勒赫冶金公司
加拿大,瓦尔卡提尔（Valcartier）国防研究院与布里斯托尔宇航公司共同研制
中国,中国北方工业集团总公司
苏/俄,全俄防务出口总公司（VOGED）
法国,法国汤姆逊-布朗特军械公司(TBA)
阿根廷,米利塔飞机制造公司
法国,法国汤姆逊-布朗特军械公司（TBA)
法国,法国汤姆逊-布朗特军械公司（TBA）
苏/俄,合金精密仪表设计局
中国,八零三厂
意大利,意大利斯尼亚BPD公司
苏/俄,苏联沃罗涅日州“共产国际”兵工厂
西班牙,西班牙圣·巴巴拉军事工业公司
比利时,比利时泽布勒赫铸造厂
巴西,巴西宇航工业公司
苏/俄,苏联“合金”国家科研生产联合体
美国,美国空军德克萨斯仪器公司
美国,罗克韦尔国际公司，休斯导弹系统公司
美国,洛斯阿拉莫斯国家试验室
法国,马特拉公司
美国,美国兵工厂
苏/俄,俄罗斯比姆派尔设计局研制
中国,哈尔滨建成集团有限公司
美国,美国雷锡恩公司
美国,美国新墨西哥州洛斯阿拉莫斯国家实验室
韩国,韩国国家科学研究院
美国,美国空军研究实验室
美国,加州理工学院
美国,古德伊尔公司
美国,美国空军
英国,英国军方
英国,杭廷公司
苏/俄,全俄防务出口总公司
美国,美国海军武器中心霍尼韦尔公司
美国,美国海军美国钢铁公司国际制造公司
美国,霍尼韦尔国防航海系统公司
美国,洛克希德导弹空间公司
美国,美国空军美国钢铁公司美国标准公司
英国,英国宇航皇家军械部
美国,美国海军哥伦布·米尔帕
法国,法国马特拉公司
英国,杭延工程公司
英国,杭廷工程公司
法国,法国汤姆逊·布朗特军械公司
法国,法国桑普公司
美国,达信防务系统公司
英国,朴茨茅斯航空公司
法国,法国马特拉公司，汤姆逊-CSF公司
法国,法国马特拉公司，汤姆逊·布朗特军械公司
美国,麦道公司，洛克希德·马丁公司
苏/俄,国家研究生产协会
美国,海军军械试验站马丁·马丽埃塔·奥兰多宇航公司 休斯飞机公司
美国,航空喷气军械公司
美国,劳伦斯利弗莫尔国家试验室
南非,丹尼尔公司
南非,优伊克公司
以色列,以色列埃尔比特公司
德国,德国火箭技术公司
以色列,拉斐尔公司
南非,阿赛马公司
西班牙,西班牙埃克斯帕尔炸药公司
德国,德国戴勒姆-本茨宇航公司(DASA)
西班牙,西班牙国际技术公司
南非,格里纳克尔航空公司
巴西,阿维布拉斯宇航工业公司
阿根廷,航空技术系统公司
中国,中国北方工业（集团）总公司
意大利,塞伊公司（SEL）
意大利,意大利飞机公司
瑞典,FFV军械公司
智利,智利卡多恩工业公司
智利,智利法马伊(FAMAE)公司
智利,智利费里马尔公司
以色列,以色列拉斐尔公司
苏/俄,虹机械制造设计局
中国,航天科工
中国,西安飞机工业集团
美国,北美罗克韦尔航空公司
苏/俄,全俄防务出口公司
苏/俄,努杰尔曼机械制造设计局
美国,原美国通用动力公司（现休斯导弹系统公司）
美国,美国麦克唐纳公司
法国,法国宇航
美国,美国海军武器中心摩托罗拉公司
美国,美国通用动力公司
英国,英国宇航公司 CEC-马可尼公司 马拉特公司 达索电子公司
印度,印度国防研究与发展组织
法国,欧洲导弹集团
苏/俄,彩虹设计局
美国,美国德克萨斯仪器公司
中国,中国兵器工业第203研究所
苏/俄,“拉杜加”设计局
苏/俄,俄罗斯切洛梅设计局
苏/俄,俄罗斯拉杜加（Raduga）设计局
埃及,CONSEN公司
美国,埃默森公司、美国海军武器中心
美国,休斯导弹系统公司，雷神公司
苏/俄,希普诺夫（Шипунов）仪器制造设计局
英国,英国宇航公司和马可尼公司
英国,英国宇航公司和法国玛特拉公司
美国,北美航空公司、休斯飞机公司
苏/俄,前苏联/俄罗斯“虹”(Радуга)机械制造设计局
美国,美国马丁.玛丽埃塔公司，马克逊电子公司
英国,费尔雷航空 
苏/俄,涅波别季梅(Непобедимый)机械制造设计局
苏/俄,米高扬飞机设计公司
苏/俄,“星星”机械制造设计局
法国,法国马特拉公司，德国梅-伯-布公司(MBB)，德国宇航公司(DASA)
法国,法国宇航公司，汤姆逊-CSF公司
美国,德克萨斯仪器公司
苏/俄,“虹”机械制造是设计局
瑞典,瑞典萨伯导弹公司
英国,英国费尔雷航空公司
中国,航空工业部
苏/俄,“三角旗”设计局
苏/俄,三角旗机械生产设计局
苏/俄,三角旗导弹设计局
苏/俄,第293厂第2试验设计局
法国,法国宇航-玛特拉公司
苏/俄,“三角旗”导弹设计局和比斯诺瓦特总设计师共同研制
苏/俄,“三角旗”(Вымпел)机械制造设计局
苏/俄,前苏联的威姆佩尔设计局
苏/俄,苏联第134试验设计局
日本,日本保安厅技术研究所
美国,美国斯佩里公司和雷锡恩公司
美国,休斯公司
美国,国家三角翼工程公司
英国,马特拉-英国宇航公司
南非,阿姆斯科公司
印度,综合制导导弹发展项目
以色列,拉菲尔公司
英国,MBDA公司
英国,英国宇航公司（今英国宇航系统公司）
德国,Ruhrstahl/Kramer
美国,美国休斯飞机制造公司和雷声公司
德国,德国戴姆勒·奔驰宇航公司
英国,德·哈维兰飞机公司(后并入霍克·西德利航空公司)
法国,法国马特拉公司，达索电子公司
德国,德国博登湖技术设备公司
英国,英国航空航天
意大利,塞列尼亚公司
法国,MBDA公司
巴西,巴西航空部技术研究所
苏/俄,俄罗斯拉杜加设计局
中国,洪都集团
日本,三菱重工业公司研制 
日本,防卫厅技术研究本部
中国,中国航天科工集团
中国,三、四、五机部、八机部总局和海军所属近60个单位
中国,70年代中期
英国,英国航空航天公司
苏/俄,俄罗斯新星设计局
瑞典,萨伯·博福斯导弹公司
英国,英国航空航天公司动力部 
德国,赫伯特.A.瓦格纳博士为首的研究团队
苏/俄,别里耶夫飞机设计局
意大利,意大利西斯特耳公司
日本,三菱重工业公司
韩国,韩国大宇重工(现属于斗山集团)
中国,哈尔滨第一机械厂
印度,印度国营地面车辆(Bharat Earth Movers)公司
日本,日本制钢公司和三菱重工
日本,日立制作所
日本,小松制作所
中国,674厂
意大利,意大利奥托梅莱拉公司
苏/俄,图拉仪表设计局
英国,英国BAE公司
美国,美国福特宇航公司
意大利,意大利奥托.梅拉拉公司
美国,美国休斯直升机公司
英国,英国维克斯造船与工程公司
荷兰,RDM技术公司
英国,英国维克斯造船和工程公司（现为BAE系统公司）
芬兰,帕特里亚武器系统公司和瑞典的赫格隆公司
伊朗,伊朗防务工业机构装甲武器分公司
苏/俄,乌拉尔运输与机械工业
中国,哈尔滨第一机器制造厂
中国,陜西省西北机电工程研究所
英国,英国BAE系统公司、皇家军械防务公司
英国,英国维克斯造船和工程公司
以色列,索尔塔姆系统公司
韩国,韩国三星特克温造船重工业公司
苏/俄,彼得洛夫设计局
法国,法国地面武器工业集团(法国，罗昂)
中国,中国北方车辆厂
美国,美国太平洋汽车与铸造公司
伊朗,国防工业组织、装甲工业集团、ShahidKarimi工业联合体(伊朗)
新加坡,新加坡武装部队、国防科技局和新加坡技术动力公司
伊朗,伊朗国防工业组织，装甲工业集团，Shahid Karimi工业
法国,马塞尔·达索-布雷盖飞机制造公司
瑞士,奥利康-比尔公司机床厂
美国,美国特龙德国际公司
英国,皇家轻武器工厂
美国,美国通用电器公司
英国,皇家航空航天研究院，扑茨茅斯航空公司
比利时,FN赫斯特尔公司
法国,军械研制局
中国,中国昆仑机械厂
德国,莱因金属公司
苏/俄,努德尔曼-卡拉什尼科夫机械制造设计局
意大利,阿里亚公司
苏/俄,德米特里耶夫机械制造设计局
德国,毛塞公司欧本多夫工厂
意大利,马基航空公司
法国,法国武器工业集团的蒂尔兵工厂
英国,法国武器工业集团下属的蒂尔兵工厂
法国,马塞尔·达索-布尔热飞机制造公司
美国,美国福特汽车公司和通用汽车公司
法国,法国武器工业集团
苏/俄,努德尔曼-里希特机械制造设计局
苏/俄,努德尔曼机械制造设计局
苏/俄,全俄防务出口总公司(VOGED)
美国,休斯直升机公司
苏/俄,努德尔曼-苏拉诺夫机械制造设计局
德国,德国奥伯恩道夫-毛瑟有限公司
美国,洛克希德•马丁公司
美国,美国洛克希德•马丁公司
美国,洛克希德导弹与空间公司
南非,阿姆斯考公司
瑞士,奥利康-康特拉夫斯公司
意大利,意大利奥托.梅莱拉公司
美国,美国埃默森电气公司
中国,联勤205兵工厂
美国,美国食品机械公司北方军械部
意大利,意大利布雷达机械有限公司
苏/俄,苏联下诺夫哥罗德机械制造厂
英国,英国维克斯军械部巴罗工程制造厂
英国,英国肖特兄弟公司 
法国,欧洲导弹公司（MBDA）
苏/俄,“牛郎星”（Altair）科研生产联合体
美国,邦迪克斯公司 
美国,雷声公司
英国,英国航空航天BAC（BAE）
印度,俄印合资公司
中国,七机部三院
中国,中国精密机械进出口公司
中国,中国航天科工集团第三研究院
苏/俄,俄罗斯彩虹设计局
中国,601厂，611厂和海军研究院，航天三院
中国,中国航天科工三院
法国,法国MBDA公司
挪威,康斯伯格防务公司
法国,奥托-梅莱拉公司，马拉特公司
挪威,康斯皮格防御与空间公司
苏/俄,俄罗斯星—箭国家科研生产中心
韩国,韩国国防科学研究所
苏/俄,“星星”(Zvezda)机械制造设计局
苏/俄,“红星”实验设计局
美国,美国宇航局
美国,洛斯罗普飞机公司
美国,美国诺斯罗普-格鲁曼公司
美国,由贝尔飞机公司，美国陆军航空队，NASA 共同承担研制
美国,布鲁斯特公司
美国,美国波音飞机公司
中国,西安飞机公司
英国,英国电气公司（英国航宇公司）
美国,联合公司（United Aircraft Corporation） 
美国,美国罗克韦尔公司
美国,凯斯通公司
美国,美国伏尔蒂公司（Vultee）
德国,齐柏林—斯卡登（Zeppelin-Staaken）所 
德国,都尼尔
美国,大湖飞机公司
德国,W. H. Evers and Alfred Gassner
日本,日本川崎航空公司
英国,罕德列·贝吉公司
英国,德.哈维兰公司
英国,费尔雷公司
英国,阿佛罗公司
英国,布里斯托公司
英国,汉德利·佩季公司（HANDLEY PAGE）
英国,肖特公司
英国,原霍克·西德利公司(现并入英国航宇公司)
英国,Fairey公司
英国,爱芙罗飞机公司
意大利,卡普罗尼公司
法国,达索飞机公司
苏/俄,佩特利亚科夫
苏/俄,佩特利亚可夫设计局
苏/俄,马萨契夫实验工厂
美国,道格拉斯飞行器公司
苏/俄,加里宁设计局 
中国,陕西飞机工业(集团)有限公司
美国,环球航空公司
美国,大西洋飞机公司
美国,勃德公司
中国,中航工业西安飞机公司
美国,蔡斯飞机公司（Chase Aircraft）
美国,美国盖兹-里尔公司
美国,美国派帕公司
美国,联合公司(United Aircraft Corporation)
美国,福特汽车公司
美国,霍华德飞机公司
美国,阿莱尼亚/洛克希德·马丁
意大利,意大利比亚乔公司
美国,美国比奇公司
加拿大,德·哈维兰加拿大（庞巴迪）
意大利,阿莱尼亚宇航公司
德国,德国容克公司
法国,欧洲Transall集团
德国,德国容克斯公司
德国,布洛姆&福斯
美国,雷声（比奇）
英国,BAE(维克斯)
德国,梅塞史米特公司
苏/俄,安托诺夫设计局
美国, 洛克希德公司
苏/俄,雅克夫列夫设计局
英国,英国布里斯托公司
日本,日本昭和飞机工业 
美国,美国贝尔公司和波音公司
苏/俄,俄罗斯米里设计局
美国,维托直升机公司（后被波音公司收购）
法国,法国宇航公司(欧洲直升机公司)(法国)
苏/俄,米里设计局 
英国,阿古斯塔公司(意大利)和威斯特兰公司(英国)
法国,欧洲直升机公司(法国)，巴西特许生产
法国,欧洲直升机公司法国分公司
美国, 波音公司
苏/俄,前苏联米里设计局
中国,中国直升机设计研究所、昌河机械厂
中国,喀山直升机工厂
中国,西科斯基飞机公司
中国,中国直升机设计研究所与昌河飞机工业公司
苏/俄,喀山飞机制造厂，乌兰乌德航空工厂
中国,昌河飞机工业（集团）公司和中国直升机设计研究所
中国,中国航空工业第二集团
中国,中国航空工业集团公司、中航工业昌飞公司
韩国,韩国航空宇宙产业
中国,西科斯基直升机公司
法国,北约直升机工业公司
中国,中国·7316工厂
新加坡,新加坡军械发展与工程有限公司
土耳其,MKE公司
中国,中国台湾联勤205厂
中国,联勤202兵工厂
法国,汤姆逊一布朗军械公司
中国,1984年
中国,联勤61兵工厂
中国,南京的金陵兵工厂
中国,五十兵工厂
苏/俄,苏联陆军
奥地利,特种钢制品公司
英国,英国皇家武器研究与发展院
奥地利,诺里库姆机械制造和贸易有限公司
美国,美国沃特福弗利特兵工厂
美国,美国沃特夫利特兵工厂
美国,比奇公司
中国,中航工业哈飞
美国,BAe雷声公司
英国,德·哈维兰
意大利,火神航空公司（Partenavia）
苏/俄,俄罗斯别里耶夫设计局
美国,美国Quest飞机公司
美国,湾流、以色列飞机工业公司
美国,赛斯纳飞行器公司（Cessna）
瑞士,瑞士派士飞机公司
英国,布里顿-诺曼公司
西班牙,西班牙航空制造股份有限公司
加拿大,德·哈维兰公司
德国,德国Grob公司
澳大利亚,澳大利亚吉普斯航空公司
加拿大,德·哈维兰飞机公司
美国,塞斯纳飞机公司
法国,达索
美国,Helio飞机公司
法国,达索飞机制造公司
法国,法国达索系统(Dassault)公司
美国,日蚀飞机公司
波兰,波兰PZL公司
美国,美国盖茨·利尔喷气公司
美国,格鲁曼
美国,雷声飞机公司
美国,湾流宇航公司（以色列飞机工业公司）
美国,英国航宇公司，雷声公司
美国,利尔喷气机公司
法国,Moraine Saulnier
法国,索卡塔(SOCATA)南方飞机公司
法国,法国南方飞机公司
美国,派珀飞机公司
美国,北美航空工业公司
阿根廷,Aero Boero公司
美国,贝兰卡飞机工程公司
英国,空中客车
捷克,莫拉凡飞机制造公司
美国,塞斯纳飞机制造公司
印度尼西亚,莫拉凡飞机制造公司
美国,格鲁门飞机公司
中国,中国陕西飞机制造公司出厂
以色列,航空航天工业公司
瑞典,爱立眼集团微波系统公司
英国,皮拉蒂斯·布里顿－诺曼公司
美国,诺斯罗普·格鲁曼(波音)
美国,诺斯罗普·格鲁曼
中国,中国电子科技集团公司 中国陕西飞机制造公司
斯洛伐克,捷克斯洛伐克国家兵工厂
法国,塞尔·达索电子公司
法国,武器研究与制造局
法国,潘哈德和勒瓦索机械制造公司
意大利,意大利布雷达机械公司
法国,法国地面防空武器工业集团
瑞士,瑞士厄利空－比尔勒有限公司
美国,美国艾特纳标准件厂
前南斯拉夫,南斯拉夫联邦供应采购局
瑞士,瑞士厄利空公司
瑞士,瑞士厄利空-布尔勒有限公司机床厂
瑞典,福斯特公司
苏/俄,苏联加里宁格勒第八火炮厂
西班牙,西班牙特种材料技术研究公司
美国,军械局
中国,舰船研究院705所
法国,法国海军装备技术局
中国,西北工程大学和东风制造厂（研发），平阳机械厂（制造）
德国,德国STN阿特拉斯电子公司
中国,374厂，705所
中国,西安精密机械研究所，西北工业大学
德国,德国STN阿特拉斯电子公司和意大利塞莱尼亚公司
美国,美国联合技术系统公司
英国,英国马可尼水下系统有限公司
意大利,意大利白头公司
日本,日本三菱重工业公司
法国,意大利奥托·梅莱拉公司，法国马特拉公司
中国,西安精密机械研究所
法国,法国航空工业公司
美国,航空喷气电子系统公司，霍尼韦尔防务系统公司
美国,霍尼韦尔公司
美国,海军水中武器站，通用电气公司，西屋电气公司
美国,霍尼韦尔防务系统公司，加雷特公司
美国,美国机械铸造公司，通用公司
德国,联邦德国STN阿特拉斯电子公司
美国,霍尼韦尔防务系统公司
澳大利亚,澳大利亚航空航天技术公司
法国,法国海军技术装备局
瑞典,法伦多纳公司
英国,马可尼空间防务公司水下武器系统部
法国,法国国防部舰艇制造局，法国国防部舰艇武器制造局
意大利,白头公司
法国,欧洲鱼雷GIE公司
法国,法国国防部舰艇制造局
苏/俄,Э45/Э53/АПСЭТ-95
英国,英国马可尼公司
苏/俄,苏联基德罗普里博中央科学研究所
日本,山口县大津岛基地
法国,克勒索-卢瓦尔工业公司 
苏/俄,莫洛佐夫设计局，OKB-520设计局
意大利,奥托·梅拉拉公司，菲亚特公司（OTO Melara SPA、FIAT SPA，IT）
中国,巴基斯坦塔克希拉兵工厂，中国北方工业公司
法国,GIAT工业
阿根廷,德国Thyssen Henschel公司(2000年与莱茵金属合并)
美国,克莱斯勒汽车公司防务部门
意大利,奥托·梅莱拉公司，依维柯公司 ，菲亚特公司，塞克尔公司
美国,通用动力公司地面系统分部
苏/俄,前捷克斯洛伐克、朝鲜和俄罗斯的国营军工企业
苏/俄,莫洛佐夫设计局
奥地利,绍勒尔-威克
前南斯拉夫,塞尔维亚国防设计局
罗马尼亚,罗马尼亚国家兵工厂
英国,英国维克斯公司(今BAE地面系统公司)
苏/俄,基洛夫工厂（T-80），莫洛佐夫设计局（T-80UD）
法国,伊西莱穆利诺制造厂
中国,中国北方工业(集团)总公司  
苏/俄,Kartsev-Venediktov
日本,日本防卫厅
克罗地亚,杜洛·达克维奇特殊车辆制造厂
英国,皇家兵工厂
中国,中国北方工业(集团)总公司
波兰,Kartsev-Venediktov设计局
韩国,美国通用陆地系统
中国,中国兵器工业集团第二零一研究所
中国,中国北方公司
美国,普雷斯特钢铁车辆公司
美国,克莱斯勒公司（Chrysler CorporationUS）
伊朗,伊朗伊斯兰革命卫士公司
德国,联邦德国蒂森·亨舍尔公司
德国,保时捷、阿格斯和阿得勒
英国,里兰德公司
苏/俄,车里雅宾斯克工厂
德国,德国阿道拉公司
中国,台湾省台中市战车发展中心
美国,英国维克斯公司防卫系统分部（Vickers Defence Systems DivisionGB）
巴西,伯纳迪尼工业与贸易公司
美国,岩岛兵工厂（Rock Island Arsenal ）
瑞典,AB赫格隆和索纳公司 
美国,凯迪拉克汽车公司
苏/俄,乌拉尔车辆厂
美国,马蒙-惠灵顿公司
美国,福特公司
美国,卡迪拉克汽车分公司，马塞-哈里斯公司
苏/俄,第37工厂的H·阿斯特洛夫设计组
苏/俄,N.V.Tseits设计局
苏/俄,列宁格勒基洛夫设计局
